Ration Card Number,State,District no.,Age,Gender,Family Size,Aadhaar Linked,Foodgrain Type,Monthly Quota (kg),Subsidy Amount (INR),FPS ID,Transaction Date,Transaction Status
5193807506,Karnataka,District 44,55,Male,10,No,Sugar,25,370,FPS5476,28-04-2024,Success
2395323289,Rajasthan,District 9,58,Male,7,Yes,Wheat,34,302,FPS6718,11-04-2024,Failure
1768337487,Uttar Pradesh,District 15,72,Female,9,Yes,Sugar,12,435,FPS2081,21-04-2024,Failure
8235842790,Bihar,District 30,46,Female,6,Yes,Pulses,9,236,FPS7137,23-04-2024,Failure
7271956364,Tamil Nadu,District 48,32,Male,2,Yes,Wheat,10,306,FPS4749,29-04-2024,Success
7413594392,Maharashtra,District 50,21,Male,8,No,Pulses,35,363,FPS5038,25-04-2024,Failure
7033734657,Tamil Nadu,District 7,44,Other,3,Yes,Wheat,28,212,FPS1244,05-04-2024,Success
3519857354,Madhya Pradesh,District 31,28,Other,9,Yes,Sugar,32,431,FPS1107,07-04-2024,Failure
7439095616,Karnataka,District 39,53,Female,4,Yes,Pulses,8,409,FPS3857,26-04-2024,Failure
5135251031,Andhra Pradesh,District 32,29,Male,9,No,Millet,30,122,FPS6093,23-04-2024,Failure
2582607325,Bihar,District 32,53,Female,3,Yes,Sugar,27,397,FPS5481,25-04-2024,Failure
2249929034,Uttar Pradesh,District 9,74,Male,7,Yes,Sugar,28,91,FPS7123,06-04-2024,Failure
1565268826,Tamil Nadu,District 36,40,Other,4,Yes,Sugar,5,311,FPS3227,02-04-2024,Failure
9078506383,Andhra Pradesh,District 30,20,Other,7,Yes,Pulses,33,378,FPS6796,24-04-2024,Failure
8342818695,Rajasthan,District 10,22,Other,9,Yes,Pulses,25,136,FPS4864,21-04-2024,Failure
7798624854,Uttar Pradesh,District 17,46,Other,5,Yes,Rice,34,289,FPS5415,12-04-2024,Failure
8238698185,Tamil Nadu,District 35,44,Female,5,Yes,Sugar,21,231,FPS2811,30-04-2024,Failure
3166794724,Uttar Pradesh,District 31,40,Female,8,Yes,Sugar,27,206,FPS7012,19-04-2024,Failure
9262820245,Gujarat,District 8,33,Female,5,No,Millet,9,89,FPS6133,01-04-2024,Failure
3548745384,Tamil Nadu,District 46,67,Male,5,No,Pulses,13,388,FPS1789,15-04-2024,Success
7923850102,Bihar,District 10,37,Male,10,Yes,Sugar,12,493,FPS2512,20-04-2024,Failure
3054538083,Bihar,District 4,68,Other,8,No,Wheat,28,438,FPS3655,09-04-2024,Success
4391464435,Uttar Pradesh,District 41,40,Male,3,Yes,Sugar,33,447,FPS4779,06-04-2024,Success
8657464429,West Bengal,District 31,37,Other,8,No,Sugar,20,360,FPS5964,29-04-2024,Success
2858247069,Gujarat,District 10,53,Female,7,No,Sugar,17,465,FPS1514,15-04-2024,Failure
6765692916,Tamil Nadu,District 44,79,Female,10,Yes,Rice,34,234,FPS2222,28-04-2024,Success
6770002546,Tamil Nadu,District 11,21,Female,3,Yes,Millet,31,147,FPS9327,14-04-2024,Success
2007965393,Gujarat,District 12,57,Male,3,No,Rice,13,443,FPS3781,06-04-2024,Failure
4955399514,Madhya Pradesh,District 4,79,Other,10,No,Wheat,31,498,FPS7066,13-04-2024,Success
8033746992,Madhya Pradesh,District 9,36,Male,3,Yes,Wheat,23,371,FPS4578,04-04-2024,Success
3138886564,Maharashtra,District 5,27,Female,8,Yes,Millet,32,75,FPS1840,21-04-2024,Success
6653949811,Karnataka,District 14,73,Other,7,No,Sugar,10,487,FPS5853,09-04-2024,Failure
9769116803,Tamil Nadu,District 28,37,Other,2,No,Sugar,32,432,FPS5806,01-04-2024,Failure
9699328905,Andhra Pradesh,District 22,35,Female,8,Yes,Rice,27,384,FPS2493,27-04-2024,Failure
3795193891,Madhya Pradesh,District 38,42,Other,8,Yes,Millet,16,274,FPS8593,20-04-2024,Failure
7815681919,Maharashtra,District 44,27,Female,4,Yes,Sugar,31,388,FPS1451,16-04-2024,Failure
4774777569,Maharashtra,District 2,58,Male,9,No,Pulses,11,202,FPS8482,16-04-2024,Success
1491977937,Uttar Pradesh,District 27,77,Male,7,No,Sugar,5,356,FPS1082,19-04-2024,Failure
6567484368,Rajasthan,District 41,36,Female,7,No,Sugar,6,114,FPS8364,03-04-2024,Success
3910561625,Madhya Pradesh,District 6,57,Female,9,Yes,Sugar,17,214,FPS1301,23-04-2024,Success
7121109233,Gujarat,District 2,50,Male,6,No,Wheat,29,203,FPS9874,24-04-2024,Failure
3941198522,West Bengal,District 1,56,Other,7,Yes,Sugar,12,200,FPS8747,16-04-2024,Failure
9089655872,Maharashtra,District 32,61,Other,2,No,Rice,5,415,FPS3658,13-04-2024,Success
7906766484,Madhya Pradesh,District 45,62,Female,8,Yes,Rice,34,354,FPS1753,21-04-2024,Failure
2530517193,Madhya Pradesh,District 15,62,Female,3,No,Millet,30,278,FPS2324,06-04-2024,Success
8635202341,Bihar,District 43,46,Other,2,Yes,Rice,19,55,FPS8868,23-04-2024,Success
3910807915,Karnataka,District 6,55,Other,5,Yes,Wheat,33,135,FPS4033,30-04-2024,Failure
4968334980,Maharashtra,District 22,42,Female,5,No,Wheat,16,75,FPS1335,19-04-2024,Failure
2710779216,Andhra Pradesh,District 29,38,Other,9,No,Wheat,14,276,FPS9021,19-04-2024,Success
7904941062,Bihar,District 2,36,Female,6,No,Rice,7,200,FPS1863,16-04-2024,Failure
1104650291,Uttar Pradesh,District 8,40,Male,2,Yes,Wheat,11,448,FPS8638,25-04-2024,Success
3047630281,Bihar,District 39,22,Female,5,Yes,Wheat,21,436,FPS3738,07-04-2024,Failure
7778567704,West Bengal,District 6,47,Female,10,No,Millet,13,374,FPS3273,25-04-2024,Success
7386620858,Bihar,District 5,54,Female,4,Yes,Pulses,6,244,FPS8085,08-04-2024,Failure
4389331882,Andhra Pradesh,District 1,44,Other,6,Yes,Sugar,14,130,FPS3241,26-04-2024,Success
8134875255,Maharashtra,District 33,57,Male,3,Yes,Millet,32,265,FPS6786,15-04-2024,Success
4497208961,Tamil Nadu,District 3,53,Female,7,No,Rice,28,357,FPS4063,15-04-2024,Failure
7526793157,Tamil Nadu,District 33,23,Male,10,No,Millet,23,211,FPS6283,10-04-2024,Failure
4965475703,Maharashtra,District 34,49,Male,6,Yes,Millet,35,418,FPS8440,01-04-2024,Success
2520962685,Madhya Pradesh,District 37,72,Female,3,No,Wheat,13,180,FPS1726,29-04-2024,Failure
9985021673,Andhra Pradesh,District 5,20,Female,3,No,Pulses,23,267,FPS9679,27-04-2024,Failure
1598691897,Karnataka,District 39,48,Other,9,Yes,Rice,8,347,FPS4472,27-04-2024,Success
4582505931,Uttar Pradesh,District 11,69,Female,8,Yes,Millet,16,140,FPS8565,17-04-2024,Success
8080459433,Karnataka,District 4,61,Male,8,Yes,Sugar,28,305,FPS5912,14-04-2024,Success
3347208050,Bihar,District 40,40,Other,5,No,Sugar,28,324,FPS7497,17-04-2024,Failure
7517432925,Bihar,District 42,38,Other,7,No,Sugar,7,371,FPS4196,23-04-2024,Success
2154647269,Maharashtra,District 11,46,Other,10,Yes,Pulses,8,492,FPS2246,09-04-2024,Failure
3539480738,Maharashtra,District 9,47,Male,4,Yes,Millet,9,477,FPS1822,18-04-2024,Success
9954907311,Gujarat,District 32,77,Male,5,Yes,Rice,8,134,FPS4671,16-04-2024,Success
8471392187,Madhya Pradesh,District 28,29,Male,7,Yes,Pulses,9,405,FPS2979,17-04-2024,Success
4758668974,Maharashtra,District 43,22,Male,7,No,Sugar,22,185,FPS8374,02-04-2024,Failure
4639005183,Andhra Pradesh,District 26,31,Other,2,Yes,Millet,34,113,FPS5781,05-04-2024,Failure
4565191615,Uttar Pradesh,District 18,74,Other,10,Yes,Wheat,15,144,FPS3951,22-04-2024,Failure
5738640551,Karnataka,District 36,78,Male,2,No,Sugar,15,66,FPS8985,11-04-2024,Success
6561145988,Karnataka,District 35,72,Female,8,Yes,Millet,35,168,FPS3526,04-04-2024,Success
9231837625,Karnataka,District 14,28,Female,5,No,Millet,16,423,FPS8051,13-04-2024,Failure
6003380601,Uttar Pradesh,District 44,75,Female,2,Yes,Wheat,21,59,FPS4920,22-04-2024,Failure
3994490058,Tamil Nadu,District 47,61,Male,3,Yes,Pulses,21,190,FPS3498,03-04-2024,Failure
7959050145,Andhra Pradesh,District 20,22,Female,8,Yes,Millet,22,141,FPS9835,17-04-2024,Failure
1259807000,Andhra Pradesh,District 40,57,Female,2,Yes,Sugar,35,388,FPS6478,20-04-2024,Success
1721089060,Maharashtra,District 19,41,Female,4,Yes,Sugar,29,182,FPS9119,19-04-2024,Failure
1150451493,Rajasthan,District 29,44,Other,7,Yes,Sugar,6,174,FPS8501,14-04-2024,Failure
8560191050,Karnataka,District 27,71,Female,6,No,Rice,33,410,FPS5636,13-04-2024,Failure
6022224154,Rajasthan,District 44,65,Female,9,Yes,Millet,9,499,FPS3130,11-04-2024,Success
8370460927,Rajasthan,District 29,72,Male,9,Yes,Sugar,14,315,FPS4963,21-04-2024,Failure
3515901298,Gujarat,District 39,56,Other,9,No,Wheat,13,187,FPS1274,05-04-2024,Failure
7641971299,Rajasthan,District 45,45,Other,6,No,Pulses,10,319,FPS4327,29-04-2024,Failure
8011584722,Bihar,District 10,70,Female,5,Yes,Rice,22,171,FPS4265,23-04-2024,Failure
8965085738,Madhya Pradesh,District 32,57,Other,9,No,Pulses,7,88,FPS1622,21-04-2024,Success
8733240432,Gujarat,District 42,79,Male,9,Yes,Pulses,17,89,FPS1777,17-04-2024,Success
3876241751,Andhra Pradesh,District 36,48,Other,8,Yes,Millet,18,241,FPS2981,22-04-2024,Success
6596721762,Karnataka,District 43,22,Female,10,Yes,Pulses,7,194,FPS8611,24-04-2024,Success
4419589764,Tamil Nadu,District 16,70,Male,5,Yes,Millet,7,276,FPS6858,11-04-2024,Failure
2439449398,Gujarat,District 36,42,Female,10,No,Rice,11,306,FPS7366,21-04-2024,Failure
3740641873,Uttar Pradesh,District 30,39,Other,9,No,Pulses,29,146,FPS3878,26-04-2024,Failure
6797749789,Andhra Pradesh,District 11,18,Other,3,No,Pulses,7,457,FPS4762,25-04-2024,Success
3408578344,Gujarat,District 34,62,Female,10,No,Wheat,33,465,FPS9427,09-04-2024,Failure
6468838815,Karnataka,District 10,29,Male,3,No,Millet,5,372,FPS7523,08-04-2024,Failure
1072084217,Maharashtra,District 11,30,Male,2,No,Millet,23,210,FPS4039,26-04-2024,Success
8600689656,Tamil Nadu,District 11,53,Male,4,Yes,Sugar,34,494,FPS9549,15-04-2024,Failure
3797185203,Uttar Pradesh,District 1,50,Other,4,No,Rice,14,90,FPS3077,03-04-2024,Success
1035164641,Uttar Pradesh,District 32,30,Female,9,No,Pulses,13,418,FPS4096,06-04-2024,Success
5454724732,Madhya Pradesh,District 48,19,Male,9,No,Millet,16,490,FPS3823,23-04-2024,Failure
4898240004,Maharashtra,District 35,78,Other,5,Yes,Pulses,20,412,FPS3344,29-04-2024,Success
3830304114,Andhra Pradesh,District 5,29,Other,10,No,Pulses,25,266,FPS3457,10-04-2024,Success
8480740828,Gujarat,District 36,53,Male,5,Yes,Rice,23,397,FPS7726,29-04-2024,Failure
4588366632,Rajasthan,District 37,23,Male,8,Yes,Millet,34,290,FPS3095,11-04-2024,Success
3856235291,Karnataka,District 43,72,Male,3,No,Rice,26,439,FPS3172,04-04-2024,Failure
1356440917,West Bengal,District 11,54,Male,10,No,Sugar,34,334,FPS3650,29-04-2024,Success
4010372413,Tamil Nadu,District 14,22,Other,5,Yes,Pulses,7,263,FPS8854,10-04-2024,Success
4858679929,Andhra Pradesh,District 11,35,Female,7,No,Pulses,19,127,FPS3846,21-04-2024,Success
8715597805,Madhya Pradesh,District 19,51,Male,3,Yes,Wheat,23,396,FPS2948,09-04-2024,Success
9073549493,Rajasthan,District 34,78,Other,8,Yes,Pulses,22,320,FPS4509,27-04-2024,Success
1472611811,Andhra Pradesh,District 30,50,Other,4,Yes,Millet,6,201,FPS3475,19-04-2024,Failure
4312527994,Karnataka,District 47,62,Male,8,No,Wheat,21,483,FPS9602,14-04-2024,Success
1905777555,Tamil Nadu,District 29,65,Male,10,No,Sugar,32,318,FPS4095,12-04-2024,Failure
8144526784,Karnataka,District 39,48,Female,4,No,Wheat,19,226,FPS8523,13-04-2024,Success
2275924383,Tamil Nadu,District 35,74,Female,9,Yes,Pulses,13,219,FPS3131,28-04-2024,Success
8516019299,Madhya Pradesh,District 3,48,Female,3,No,Millet,7,493,FPS5058,28-04-2024,Success
6175419056,Maharashtra,District 9,29,Other,6,Yes,Sugar,14,373,FPS1739,02-04-2024,Success
7534047395,Karnataka,District 24,28,Female,2,Yes,Wheat,6,76,FPS7825,27-04-2024,Success
3071882206,Gujarat,District 9,37,Female,9,No,Pulses,15,191,FPS2506,14-04-2024,Success
1730236529,West Bengal,District 47,39,Other,8,Yes,Millet,10,398,FPS3243,19-04-2024,Success
7189779331,Bihar,District 23,63,Male,4,Yes,Wheat,35,378,FPS8521,03-04-2024,Success
2311441854,West Bengal,District 33,32,Female,3,Yes,Millet,30,155,FPS9772,21-04-2024,Success
6710636760,Gujarat,District 37,73,Male,7,Yes,Wheat,20,444,FPS9489,11-04-2024,Success
6679818418,Bihar,District 21,26,Other,3,Yes,Millet,28,89,FPS3720,15-04-2024,Success
6906919143,Rajasthan,District 10,47,Male,2,Yes,Rice,35,329,FPS4059,13-04-2024,Failure
7606893812,Maharashtra,District 8,27,Female,4,No,Sugar,27,231,FPS2406,20-04-2024,Failure
9910374346,Madhya Pradesh,District 3,23,Female,10,Yes,Wheat,32,278,FPS9761,30-04-2024,Success
9429600966,Karnataka,District 26,23,Male,10,No,Pulses,10,62,FPS7069,11-04-2024,Failure
2037534319,Rajasthan,District 10,38,Male,10,No,Sugar,16,384,FPS6308,27-04-2024,Success
1152678290,Bihar,District 15,36,Male,6,No,Wheat,31,54,FPS9632,10-04-2024,Success
5289762848,Gujarat,District 25,54,Other,9,No,Rice,5,265,FPS4466,14-04-2024,Failure
1866134241,Madhya Pradesh,District 38,71,Male,3,Yes,Pulses,6,334,FPS1055,03-04-2024,Success
4666448746,Bihar,District 46,79,Male,2,No,Rice,11,259,FPS9934,05-04-2024,Failure
1351689741,Uttar Pradesh,District 28,32,Female,4,No,Millet,19,136,FPS4142,04-04-2024,Failure
3890783228,West Bengal,District 31,46,Male,3,No,Sugar,12,104,FPS6411,28-04-2024,Success
2323859409,Maharashtra,District 5,39,Female,9,No,Sugar,14,133,FPS7880,22-04-2024,Success
1753581120,Maharashtra,District 3,35,Female,5,Yes,Pulses,15,224,FPS3111,17-04-2024,Failure
4004971479,Gujarat,District 45,48,Female,10,No,Millet,12,107,FPS6399,28-04-2024,Failure
6108174692,Bihar,District 10,27,Male,3,Yes,Rice,35,263,FPS9176,29-04-2024,Success
2604253774,Gujarat,District 47,78,Female,2,Yes,Wheat,28,316,FPS3826,25-04-2024,Failure
2732661328,Gujarat,District 21,31,Male,8,Yes,Millet,25,440,FPS6841,24-04-2024,Success
3499794636,Bihar,District 14,45,Female,9,Yes,Sugar,16,185,FPS2610,06-04-2024,Success
5224347986,Maharashtra,District 27,56,Female,9,No,Millet,16,249,FPS5559,01-04-2024,Success
4820239369,Madhya Pradesh,District 29,63,Female,3,No,Pulses,16,205,FPS9027,15-04-2024,Success
5937037603,Bihar,District 36,25,Other,10,No,Wheat,14,437,FPS8103,12-04-2024,Success
4324063260,Karnataka,District 22,45,Other,4,No,Rice,33,322,FPS8675,27-04-2024,Failure
9936657501,Uttar Pradesh,District 35,43,Male,5,No,Sugar,15,222,FPS3392,08-04-2024,Success
7726817584,Uttar Pradesh,District 26,24,Male,10,Yes,Pulses,33,428,FPS9577,03-04-2024,Success
4779350694,Karnataka,District 19,77,Female,2,Yes,Millet,34,346,FPS3944,10-04-2024,Success
3784164630,Maharashtra,District 30,27,Male,9,No,Rice,33,449,FPS6588,16-04-2024,Failure
4897488825,Uttar Pradesh,District 20,59,Female,4,Yes,Rice,34,232,FPS6022,18-04-2024,Failure
9558772059,Andhra Pradesh,District 2,27,Other,10,Yes,Pulses,16,303,FPS9361,09-04-2024,Failure
5229963894,Gujarat,District 25,35,Female,2,No,Millet,25,275,FPS3898,14-04-2024,Failure
2046326422,Tamil Nadu,District 27,23,Other,5,Yes,Rice,29,410,FPS2181,09-04-2024,Failure
1453329097,Gujarat,District 37,71,Male,4,No,Rice,28,325,FPS8497,08-04-2024,Failure
8756618141,Maharashtra,District 22,54,Other,2,Yes,Sugar,17,145,FPS4128,18-04-2024,Failure
4772781664,Rajasthan,District 2,51,Other,10,No,Rice,7,323,FPS4797,21-04-2024,Failure
3474004620,Andhra Pradesh,District 45,78,Male,9,Yes,Sugar,22,102,FPS9567,03-04-2024,Success
4876900298,Karnataka,District 40,66,Female,4,Yes,Pulses,18,367,FPS5538,23-04-2024,Failure
6760338144,Karnataka,District 16,70,Other,7,Yes,Millet,35,74,FPS8304,15-04-2024,Failure
1628302558,Rajasthan,District 6,34,Male,5,Yes,Rice,5,480,FPS8374,15-04-2024,Failure
1406237921,Andhra Pradesh,District 19,38,Male,3,Yes,Millet,15,103,FPS2479,22-04-2024,Failure
7600452120,Uttar Pradesh,District 37,48,Female,6,No,Pulses,25,201,FPS3033,17-04-2024,Failure
7400591099,Tamil Nadu,District 42,68,Male,9,Yes,Rice,25,228,FPS9603,08-04-2024,Failure
3331757975,West Bengal,District 37,26,Female,6,No,Rice,23,214,FPS5133,23-04-2024,Failure
8100004364,Rajasthan,District 15,30,Other,10,No,Wheat,17,118,FPS3752,21-04-2024,Failure
5257861795,Uttar Pradesh,District 31,35,Male,4,Yes,Sugar,15,298,FPS8482,27-04-2024,Success
4388157861,Uttar Pradesh,District 47,23,Male,9,Yes,Pulses,34,266,FPS2595,26-04-2024,Success
9545684170,Uttar Pradesh,District 23,76,Female,6,No,Pulses,17,222,FPS4662,16-04-2024,Success
3701117196,Maharashtra,District 34,58,Female,2,Yes,Pulses,13,274,FPS2881,30-04-2024,Failure
3095016150,Bihar,District 5,61,Female,3,No,Sugar,26,124,FPS6405,18-04-2024,Failure
3201536526,Uttar Pradesh,District 24,80,Other,4,No,Rice,5,90,FPS7342,25-04-2024,Failure
5835429993,Maharashtra,District 19,25,Female,5,Yes,Rice,26,261,FPS1201,22-04-2024,Success
5073160328,Bihar,District 14,58,Other,9,Yes,Rice,29,128,FPS8633,20-04-2024,Failure
3345239852,Maharashtra,District 48,44,Male,3,No,Pulses,14,321,FPS5928,16-04-2024,Success
1124677137,Uttar Pradesh,District 49,56,Other,5,No,Millet,30,76,FPS9636,11-04-2024,Failure
9912561635,Madhya Pradesh,District 35,22,Male,3,No,Pulses,19,146,FPS9524,15-04-2024,Success
6254318209,Maharashtra,District 35,24,Female,6,Yes,Pulses,15,333,FPS1660,25-04-2024,Failure
9584220028,Maharashtra,District 24,46,Male,9,Yes,Pulses,13,448,FPS6585,27-04-2024,Success
7221425114,Andhra Pradesh,District 6,43,Female,6,Yes,Sugar,20,97,FPS3033,21-04-2024,Success
8385041563,Gujarat,District 33,76,Male,4,Yes,Sugar,34,189,FPS1321,09-04-2024,Success
9287698871,Gujarat,District 22,63,Female,5,Yes,Rice,14,224,FPS6470,24-04-2024,Failure
9054377415,Karnataka,District 12,66,Male,8,Yes,Pulses,15,431,FPS2610,20-04-2024,Success
9657334858,Andhra Pradesh,District 32,35,Female,6,No,Wheat,5,75,FPS7795,04-04-2024,Failure
1318181531,Maharashtra,District 8,44,Other,5,Yes,Pulses,30,337,FPS1457,03-04-2024,Failure
4002762406,Madhya Pradesh,District 9,68,Male,3,No,Millet,23,177,FPS8722,02-04-2024,Success
1869329771,Tamil Nadu,District 34,30,Other,4,No,Wheat,30,67,FPS9707,13-04-2024,Failure
3593409435,Andhra Pradesh,District 50,40,Male,9,Yes,Rice,5,418,FPS9101,12-04-2024,Failure
2408279379,Madhya Pradesh,District 46,34,Male,3,Yes,Wheat,34,367,FPS9302,23-04-2024,Success
4965651871,Rajasthan,District 25,49,Male,8,Yes,Millet,27,262,FPS5126,29-04-2024,Failure
6989688791,Andhra Pradesh,District 15,45,Male,2,No,Wheat,28,468,FPS9143,09-04-2024,Success
4582498172,Uttar Pradesh,District 6,58,Male,10,No,Pulses,33,481,FPS3435,15-04-2024,Success
8623497426,Gujarat,District 34,18,Male,6,No,Millet,32,146,FPS5684,30-04-2024,Failure
2033330644,Andhra Pradesh,District 43,35,Male,5,Yes,Wheat,20,339,FPS1884,14-04-2024,Failure
9939011013,Andhra Pradesh,District 3,35,Female,10,Yes,Wheat,14,344,FPS5552,23-04-2024,Success
9016535845,Gujarat,District 9,35,Other,10,Yes,Rice,28,452,FPS4401,07-04-2024,Success
2675971809,Gujarat,District 1,24,Female,8,No,Millet,32,299,FPS4476,25-04-2024,Success
6922974932,Rajasthan,District 43,35,Male,4,No,Sugar,29,241,FPS3808,15-04-2024,Success
5897247162,Karnataka,District 38,20,Male,8,Yes,Millet,26,253,FPS9031,12-04-2024,Success
8415453589,Maharashtra,District 30,80,Male,8,Yes,Wheat,8,200,FPS9813,08-04-2024,Success
9328162661,Maharashtra,District 21,65,Female,4,No,Pulses,29,404,FPS9937,16-04-2024,Success
2460540491,Maharashtra,District 32,61,Female,10,No,Wheat,9,488,FPS2589,16-04-2024,Success
9482571719,Madhya Pradesh,District 46,44,Male,5,No,Millet,33,399,FPS7897,22-04-2024,Failure
1806062604,Bihar,District 7,62,Other,8,No,Rice,26,238,FPS8065,14-04-2024,Failure
5202389935,West Bengal,District 31,72,Male,8,No,Wheat,18,125,FPS6069,21-04-2024,Success
5826682977,West Bengal,District 9,74,Male,10,No,Sugar,17,194,FPS2236,27-04-2024,Failure
7084515656,Gujarat,District 37,37,Male,6,No,Pulses,19,117,FPS8147,28-04-2024,Success
2478636092,West Bengal,District 12,80,Male,7,No,Wheat,27,344,FPS7923,02-04-2024,Success
1901758800,Gujarat,District 25,28,Female,4,Yes,Rice,14,89,FPS6053,26-04-2024,Failure
9056173664,Andhra Pradesh,District 5,36,Female,10,No,Millet,16,55,FPS8589,18-04-2024,Failure
6221273680,Maharashtra,District 46,37,Other,6,Yes,Sugar,21,80,FPS2172,03-04-2024,Failure
3256354808,Rajasthan,District 23,72,Other,2,No,Rice,14,198,FPS7856,13-04-2024,Success
3227272245,Gujarat,District 24,35,Other,5,No,Pulses,7,359,FPS9470,17-04-2024,Failure
8325233162,Uttar Pradesh,District 48,36,Other,9,No,Pulses,34,286,FPS6799,03-04-2024,Success
4246565005,Andhra Pradesh,District 40,37,Male,8,No,Millet,35,430,FPS4167,27-04-2024,Failure
7770405737,Rajasthan,District 33,74,Other,4,Yes,Millet,14,242,FPS6949,29-04-2024,Failure
7635275499,Tamil Nadu,District 7,74,Female,4,Yes,Pulses,8,469,FPS9831,27-04-2024,Failure
1405742864,West Bengal,District 34,30,Female,9,Yes,Sugar,34,58,FPS5087,14-04-2024,Failure
6210523880,Andhra Pradesh,District 11,39,Male,5,Yes,Rice,17,470,FPS6114,11-04-2024,Failure
8104475635,Gujarat,District 2,43,Male,6,Yes,Rice,29,275,FPS8015,30-04-2024,Failure
8902408934,Uttar Pradesh,District 41,53,Other,10,No,Millet,8,65,FPS9260,23-04-2024,Failure
8875107637,Karnataka,District 23,20,Other,9,No,Pulses,28,179,FPS9789,01-04-2024,Failure
5704196828,Maharashtra,District 36,59,Female,6,No,Millet,31,251,FPS8655,24-04-2024,Success
8846887299,Gujarat,District 29,43,Female,8,No,Wheat,25,469,FPS6549,11-04-2024,Failure
5822367208,Uttar Pradesh,District 17,35,Other,8,Yes,Millet,17,223,FPS3329,18-04-2024,Failure
9723500898,Gujarat,District 11,75,Male,5,Yes,Millet,33,102,FPS9706,15-04-2024,Failure
3423504732,West Bengal,District 38,62,Male,4,Yes,Wheat,13,251,FPS1020,26-04-2024,Success
9208612992,Karnataka,District 5,31,Other,10,Yes,Sugar,13,99,FPS2244,14-04-2024,Success
6276372905,Rajasthan,District 38,69,Female,8,No,Sugar,8,165,FPS2186,11-04-2024,Success
5134887254,Madhya Pradesh,District 27,33,Other,2,Yes,Sugar,11,379,FPS8384,01-04-2024,Success
5361191212,Gujarat,District 50,78,Male,2,No,Wheat,17,208,FPS7738,27-04-2024,Success
2948245493,Tamil Nadu,District 5,74,Female,4,No,Pulses,21,362,FPS7308,14-04-2024,Success
2671776681,Uttar Pradesh,District 4,42,Female,3,No,Sugar,8,146,FPS8032,06-04-2024,Failure
3628254102,Gujarat,District 22,48,Male,4,No,Millet,9,490,FPS2422,06-04-2024,Success
9131605500,Maharashtra,District 25,47,Female,2,Yes,Pulses,14,415,FPS6126,20-04-2024,Success
8130454538,Maharashtra,District 34,28,Female,10,Yes,Pulses,26,65,FPS7840,02-04-2024,Failure
9319676151,Karnataka,District 49,56,Female,10,No,Pulses,19,328,FPS9621,23-04-2024,Failure
6308404744,Gujarat,District 27,39,Other,3,Yes,Rice,29,137,FPS1553,09-04-2024,Failure
2927934651,Maharashtra,District 12,63,Female,5,Yes,Rice,26,472,FPS9787,30-04-2024,Failure
3180895693,Uttar Pradesh,District 23,33,Male,3,Yes,Wheat,23,84,FPS2781,07-04-2024,Success
9524884909,Uttar Pradesh,District 46,59,Male,9,No,Pulses,31,466,FPS3576,03-04-2024,Failure
3274279162,Rajasthan,District 10,24,Other,8,Yes,Sugar,33,427,FPS5103,21-04-2024,Failure
4820621735,Tamil Nadu,District 3,38,Male,2,No,Wheat,26,58,FPS1538,20-04-2024,Success
1868415730,Andhra Pradesh,District 46,27,Male,5,No,Pulses,24,267,FPS9231,30-04-2024,Failure
2257849647,Madhya Pradesh,District 27,67,Other,8,No,Millet,25,489,FPS8423,30-04-2024,Success
4461235161,West Bengal,District 1,45,Male,8,No,Wheat,35,74,FPS4853,24-04-2024,Failure
6712528085,Rajasthan,District 1,52,Male,10,No,Wheat,30,493,FPS1020,03-04-2024,Failure
5077505469,Gujarat,District 10,21,Other,4,Yes,Rice,35,192,FPS4137,06-04-2024,Success
9279856059,Tamil Nadu,District 12,56,Other,4,Yes,Pulses,26,464,FPS5643,29-04-2024,Failure
4276127458,Karnataka,District 4,43,Male,4,No,Millet,6,272,FPS1441,19-04-2024,Failure
9722976281,Uttar Pradesh,District 37,30,Other,6,Yes,Sugar,6,162,FPS4230,03-04-2024,Success
2242637850,Rajasthan,District 17,45,Female,9,Yes,Pulses,10,131,FPS2508,16-04-2024,Success
2128191013,Andhra Pradesh,District 10,30,Male,5,No,Wheat,16,499,FPS7405,26-04-2024,Failure
5396781165,Madhya Pradesh,District 19,19,Male,3,Yes,Millet,28,158,FPS5091,01-04-2024,Failure
3947668217,Madhya Pradesh,District 28,34,Other,5,No,Pulses,23,125,FPS2624,29-04-2024,Failure
4604248851,West Bengal,District 38,28,Male,2,No,Wheat,6,372,FPS9246,13-04-2024,Failure
6657150144,Gujarat,District 28,28,Other,7,Yes,Sugar,30,480,FPS7131,01-04-2024,Success
9429632273,Karnataka,District 15,59,Other,5,Yes,Pulses,22,201,FPS7859,14-04-2024,Failure
3847222423,Rajasthan,District 48,72,Other,2,Yes,Millet,23,439,FPS2569,02-04-2024,Success
2554330666,Rajasthan,District 43,23,Female,4,No,Rice,16,256,FPS6641,11-04-2024,Failure
7852286715,Gujarat,District 40,72,Male,6,Yes,Rice,17,218,FPS4342,17-04-2024,Failure
4387284651,Rajasthan,District 10,33,Male,8,Yes,Wheat,18,243,FPS5592,25-04-2024,Success
4731654445,Andhra Pradesh,District 15,28,Female,9,No,Pulses,6,56,FPS6949,30-04-2024,Success
2963902829,Bihar,District 13,36,Male,2,No,Wheat,9,103,FPS8312,20-04-2024,Success
5440217559,Madhya Pradesh,District 16,19,Male,2,Yes,Rice,32,153,FPS3490,08-04-2024,Failure
